"address","email","fax","latitude","licence_number","longitude","maps_url","name","ownership","page","phone","scraped_at","validity_date"
"No.1,2,3 Jalan Susur 1, Taman Seraya Kulai Besar,81000 Kulai   81000 Kulai Johor","","","1.6603463107821237","J/PJB WT 010/2022","103.61087005922474","http://maps.google.com/?q=1.6603463107821237, 103.61087005922474","Pusat Jagaan Warga Emas Jetta","","42","07-6636888","2026-05-07T15:26:33.900Z","24.02.2022 - 23.02.2027"
"2929/13, JALAN LABU BATU 3 1/2    70200  Seremban Negeri Sembilan","pjwekepayang@gmail.com","","2.72525","N/PJB WT 05/2023","101.90822","http://maps.google.com/?q=2.72525 ,101.90822","PUSAT JAGAAN WARGA EMAS KEPAYANG","","42","0126011612/067631223","2026-05-07T15:26:33.900Z","03.02.2023 - 02.02.2028"
"Lot 3353, MLO 1034, Jalan Denai 1, Kempas Baru, 81200 Johor Bahru, Johor.   81200  Johor","","","1.5209689","J/PJB WT 021/2022","103.7220177","http://maps.google.com/?q=1.5209689 ,103.7220177","PUSAT JAGAAN WARGA EMAS NUR EHSAN","","42","016-7881379","2026-05-07T15:26:33.900Z","27.06.2022 - 26.06.2027"
"Lot 3417, Jalan Denai 2, Kempas Baru, 81200 Johor Bahru, Johor   81200  Johor","","","1.6383769","J/PJB WT 018/2023","103.6246959","http://maps.google.com/?q=1.6383769 ,103.6246959","PUSAT JAGAAN WARGA EMAS NUR EHSAN (WANITA)","","42","016-7881379","2026-05-07T15:26:33.901Z","13.06.2023 - 12.06.2028"
"Lot 3279, Jalan Haji Bahar, Batu 3.5, Parit Bunga, 84900 Tangkak, Johor   84900  Johor","","","1.6383769","J/PJB WT 042/2022","103.6246959","http://maps.google.com/?q=1.6383769 ,103.6246959","PUSAT JAGAAN WARGA EMAS NUR EHSAN LEDANG","","42","06-9513852","2026-05-07T15:26:33.901Z","31.10.2022 - 30.10.2027"
"NO. 66, JALAN SETIA IMPIAN U13/8B, SEKSYEN U13, SETIA ALAM, 40170 SHAH ALAM, SELANGOR    40170 SHAH ALAM Selangor","","","3.10345","B/PJB WT 008/2025","101.452698","http://maps.google.com/?q=3.10345,	101.452698,","PUSAT JAGAAN WARGA EMAS OASIS","","42","01139336294","2026-05-07T15:26:33.904Z","04.09.2025 - 03.09.2030"
"NO. 50, JALAN SUNGAI KAPAR INDAH 5E, TAMAN KAPAR INDAH, 42200 KLANG, SELANGOR    42200 KLANG Selangor","","","3.097659","B/PJB WT 011/2024","101.3817556","http://maps.google.com/?q=3.097659,	 ,101.3817556","PUSAT JAGAAN WARGA EMAS OASIS (2)","","42","011-39336294","2026-05-07T15:26:33.904Z","14.05.2024 - 13.05.2029"
"KG. LAHAR, MUKIM MALAU   06000 JITRA Kedah","","","6.2377278","K/PJB WE 004/2026","100.3294089","http://maps.google.com/?q=6.2377278,100.3294089","PUSAT JAGAAN WARGA EMAS PEWARIS LANGKASUKA","","42","012-4297510","2026-05-07T15:26:33.904Z","29.01.2026 - 28.01.2031"
"No 48  Jalan Thomas Off Jalan Tengku Kudin 11600 Georgetown Pulau Pinang","","","5.38182","P/PJB WT 001/2022","100.31069","http://maps.google.com/?q=5.38182 ,100.31069","Pusat Jagaan Warga Emas Pintu Harapan","","42","046577893","2026-05-07T15:26:33.904Z","17.05.2022 - 16.05.2027"
"LOT 49512, JALAN RUMAH HARMONI, TAMAN TASIK SEMENYIH 43500 SEMENTIH, SELANGOR   43500  Selangor","","","2.95555","B/PJBWT 013/2023","101.8797","http://maps.google.com/?q=2.95555	 ,101.8797","PUSAT JAGAAN WARGA EMAS RUMAH BUKIT HARMONI","","43","010-6606388","2026-05-07T15:26:36.551Z","10.07.2023 - 09.07.2028"
"NO.15 JALAN 1/5 SEKSYEN 1, JALAN SEMENYIH, BANDAR TEKNOLOGI, 43000 KAJANG, SELANGOR   43000  Selangor","","","2.972628","B/PJB  WT 009/2019","101.830544","http://maps.google.com/?q=2.972628 ,101.830544","PUSAT JAGAAN WARGA EMAS SEMENYIH","","43","010-2536750","2026-05-07T15:26:36.551Z","31.12.2019 - 30.12.2024"
"No. 43, Jalan Intan 4, Taman Intan, 86000 Kluang, Johor   86000  Johor","","","2.0130656","J/PJB WT 027/2023","103.3030627","http://maps.google.com/?q=2.0130656 ,103.3030627","PUSAT JAGAAN WARGA EMAS SERI INTAN","","43","011-37321567","2026-05-07T15:26:36.551Z","03.09.2023 - 02.09.2028"
"NO. 54, LORONG TEPI SUNGAI  4,  OFF JALAN TEPI SUNGAI 41000 KLANG, SELANGOR   41000  Selangor","","","3.049591","B/PJBWT 017/2022","101.4295335","http://maps.google.com/?q=3.049591,	 ,101.4295335","PUSAT JAGAAN WARGA EMAS SHEKINAH","","43","03-33746078","2026-05-07T15:26:36.551Z","14.11.2022 - 13.11.2027"
"No.2, Jalan Timah, Off Jalan Chan Chin Mooi, Taman Titiwangsa, 53200  WP Kuala Lumpur","","","3.18562","W/PJB WT 006/2021","101.70377","http://maps.google.com/?q=3.18562 ,101.70377","Pusat Jagaan Warga Emas Suria Cahaya","","43","0122708417","2026-05-07T15:26:36.552Z","23.09.2021 - 22.09.2026"
"No.335, Jalan Kuang Gunung, Taman Kepong, 52100  WP Kuala Lumpur","","","3.20964","W/PJB WT 021/2023","101.63512","http://maps.google.com/?q=3.20964 ,101.63512","Pusat Jagaan Warga Emas Taman Kepong","","43","019-7777328","2026-05-07T15:26:36.552Z","15.09.2023 - 14.09.2028"
"No.49, Jalan Sekuci, Taman Bahtera 56100  WP Kuala Lumpur","","","3.10262","W/PJB WT 005/2024","101.73631","http://maps.google.com/?q=3.10262 ,101.73631","Pusat Jagaan Warga Emas Taman Sri Bahtera","","43","019-7777328","2026-05-07T15:26:36.552Z","09.02.2024 - 08.02.2029"
"S/45 LOT 1431 TAMAN TELOK PANJI, JALAN TELOK PANJI   16100  Kelantan","","","6.1285226","D/PJB WE 003/2022","102.2765544","http://maps.google.com/?q=6.1285226 ,102.2765544","PUSAT JAGAAN WARGA EMAS UMMI ZAINAB","","43","0139393553","2026-05-07T15:26:36.552Z","03.02.2022 - 02.02.2027"
"LOT 1648, NO. 5, JALAN ANGKASA, BANDAR MAKHKOTA BANTING, 42700 BANTING, SELANGOR    42700 BANTING Selangor","","","2.828785","B/PJB WT 017/2025","101.565692","http://maps.google.com/?q=2.828785	101.565692","PUSAT JAGAAN WARGA EMAS VR MELODIES","","43","012-7761465","2026-05-07T15:26:36.555Z","12.12.2025 - 11.12.2030"
"NO. 22 JALAN HAJI ABBAS, 41300 KLANG, SELANGOR    41300  Selangor","","","3.0473855","B/PJBWT 011/2023","101.4520383","http://maps.google.com/?q=3.0473855 ,101.4520383","PUSAT JAGAAN WARGA EMAS WEN ZHAO, KLANG","","43","013-9609330","2026-05-07T15:26:36.555Z","16.06.2023 - 15.06.2028"
"No.1, Jalan Putra 1/9, Bandar Putra, 85000 Segamat Johor   85000 Segamat Johor","","","2.5243658285040804","J/PJBWE017/2026","102.87095147828768","http://maps.google.com/?q=2.5243658285040804, 102.87095147828768","Pusat Jagaan Warga Istimewa Ru Jia","","44","016-2008448","2026-05-07T15:26:39.149Z","26.02.2026 - 25.02.2031"
"No. 245, Jalan Pee Kang Hai, Kampung Abdullah, 85000 Segamat, Johor   85000  Johor","","","2.5042336","J/PJB WT 030/2022","102.8263981","http://maps.google.com/?q=2.5042336 ,102.8263981","PUSAT JAGAAN WARGA ISTIMEWA WANITA","","44","019-7799700","2026-05-07T15:26:39.149Z","29.08.2022 - 28.08.2027"
"36, JALAN TIMAH 6, TAMAN SRI PUTRI,    81300  SKUDAI Johor","","","1.5417047477784436","J/PJBWE048/2025","103.65400906754928","http://maps.google.com/?q=1.5417047477784436, 103.65400906754928","PUSAT JAGAAN WARGA RIA BAHAGIA","","44","012-7878813","2026-05-07T15:26:39.149Z","09.07.2025 - 08.07.2030"
"No.2 Jalan Putera Indah 3/9, Taman Putera Indah, 83000 Batu Pahat, Johor   83000 Batu Pahat Johor","","","1.9412663795675933","J/PJBWE022/2026","102.95082831045325","http://maps.google.com/?q=1.9412663795675933, 102.95082831045325","Pusat Jagaan Warga Tua Elim","","44","012-7671092/017-7317901","2026-05-07T15:26:39.149Z","06.03.2026 - 05.03.2031"
"No. 140, Laluan Sungai Pari 4, Buntong Satu,  Ipoh,  30100  Perak","","","4.5917009","A/PJB WT 028/2022","100.984684","http://maps.google.com/?q=4.5917009 ,100.984684","Pusat Jagaan Warga Tua Elyon","","44","01116292538, 05-2548781","2026-05-07T15:26:39.149Z","13.06.2022 - 12.06.2027"
"NO. 19 JALAN BUKIT MENTERI SELATAN 7/2, 46050 PETALING JAYA SELANGOR  46050  Selangor","","","3.095","B/PJB WT 016/2021","101.6453","http://maps.google.com/?q=3.095 ,101.6453","PUSAT JAGAAN WARGA TUA IMPRESIF","","44","03-79549008/012-2337660","2026-05-07T15:26:39.149Z","22.10.2021 - 21.10.2026"
"No. 734, Lorong 16, Taman Kota Jaya,  Simpang,  34700  Perak","","","4.8234447","A/PJB WT 003/2022","100.7003938","http://maps.google.com/?q=4.8234447 ,100.7003938","Pusat Jagaan Warga Tua KP","","44","016-5981294","2026-05-07T15:26:39.150Z","21.01.2022 - 20.01.2027"
"Lot 9040, Taman Desa Manjung Point, Seri Manjung,    32200  Perak","","","4.2125016","A/PJB WT 067/2021","100.6491414","http://maps.google.com/?q=4.2125016 ,100.6491414","Pusat Jagaan Warga Tua Manjung, Perak","","44","05-6879055, 019-5532806","2026-05-07T15:26:39.150Z","11.11.2021 - 10.11.2026"
"No. 295, Sungai Pinang Kecil,  Pangkor  32300  Perak","","","4.2244782","A/PJB WT 007/2022","100.5658227","http://maps.google.com/?q=4.2244782 ,100.5658227","Pusat Jagaan Warga Tua Pangkor","","44","019-5588195","2026-05-07T15:26:39.150Z","15.02.2022 - 14.02.2027"
"No. 1 & 3, Tingkat Pasir Puteh 3,  Taman Yik Sang, Pasir Puteh,  Ipoh 31650  Perak","rebinahouseipoh@gmail.com","","4.587856","A/PJB WT 030/2022","101.0869991","http://maps.google.com/?q=4.587856 ,101.0869991","Pusat Jagaan Warga Tua Rebina","","44","016-2230298, 017-7169902","2026-05-07T15:26:39.150Z","27.06.2022 - 26.06.2027"
"LOT 5031, TAMAN LABU UTAMA,    70200 Seremban Negeri Sembilan","enquiry.ssw@gmail.com","","2.72304","N/PJB WT 33/2022","101.91993","http://maps.google.com/?q=2.72304 ,101.91993","PUSAT JAGAAN WARGA TUA SEREMBAN","","45","0127812397","2026-05-07T15:26:42.925Z","20.12.2022 - 19.12.2027"
"No. 22, Jalan Mentahak, Taman Johor, 81200 Johor Bahru, Johor.   81200  Johor","","","1.511291","J/PJB WT 08/2024","103.6877808","http://maps.google.com/?q=1.511291 ,103.6877808","PUSAT JAGAAN WARGA TUA SINAR KEBAHAGIAAN","","45","011-11405468","2026-05-07T15:26:42.925Z","22.01.2024 - 21.01.2029"
"No.57 Jalan Seri Orkid 2, Taman Seri Orkid    81300  Johor Bahru Johor","","","1.5096655500469522","J/PJBWE049/2025","103.63795285405808","http://maps.google.com/?q=1.5096655500469522, 103.63795285405808","PUSAT JAGAAN WARGA TUA SRI ORKID","","45","016-7707576","2026-05-07T15:26:42.926Z","09.07.2025 - 08.07.2030"
"NO 15, JALAN SERI ORKID 20, TAMAN SERI ORKID   81300 Johor Bahru Johor","","","1.5117972173454066","J/PJBWE078/2025","103.64148019638542","http://maps.google.com/?q=1.5117972173454066, 103.64148019638542","PUSAT JAGAAN WARGA TUA SRI ORKID (CAWANGAN)","","45","016-7707576","2026-05-07T15:26:42.926Z","04.09.2025 - 03.09.2030"
"NO 2990-A, LORONG MELATI, KAMPUNG DAMAI, 48050 KUANG SELANGOR    48050  Selangor","","","3.232027","B/PJB  WT 006/2019","101.548330","http://maps.google.com/?q=3.232027 ,101.548330","PUSAT JAGAAN WARGA TUA SRI TANJUNG","","45","03-60386591","2026-05-07T15:26:42.926Z","26.12.2019 - 25.12.2024"
"NO. 2073, JALAN JAMBU 5 TAMAN RASAH  70300 Seremban Negeri Sembilan","tongsimseremban@gmail.com","","2.682260","N/PJBWE043/2025","101.930944","http://maps.google.com/?q=2.682260 ,101.930944","PUSAT JAGAAN WARGA USIA EMAS TONG SIM","","45","016-3712228","2026-05-07T15:26:42.926Z","15.10.2025 - 14.10.2030"
"NO. 85, JALAN SERUNAI SATU, TAMAN KLANG JAYA 41200 KLANG, SELANGOR   41200  Selangor","","","3.0096411","B/PJBWT 003/2023","101.4502456","http://maps.google.com/?q=3.0096411	 ,101.4502456","PUSAT JAGAAN WARGAMAS AIR TENANG","","45","016-2551749","2026-05-07T15:26:42.926Z","10.03.2023 - 09.03.2028"
"41, Jalan Murni 18, Taman Malim Jaya, Melaka   75250   Melaka","pusatjagaanwargamasmurni@gmail.com","","2.2383374","M/PJB WT 022 / 2023","102.2273429","http://maps.google.com/?q=2.2383374 ,102.2273429","Pusat Jagaan Wargamas Murni","","45","016-3550819","2026-05-07T15:26:42.926Z","14.12.2022 - 13.12.2027"
"S162 & S163, JALAN 3/1, SERDANGJAYA  43300 SERI KEMBANGAN, SELANGOR   43300  Selangor","","","3.0573","B/PJB WT 020/2021","101.4222412","http://maps.google.com/?q=3.0573 ,101.4222412","PUSAT JAGAAN WARGAMAS PENYAYANG","","45","03-89539932","2026-05-07T15:26:42.926Z","03.12.2021 - 02.12.2026"
"No. 14 & 15, Jalan SP 1, Taman Panchor, Jalan Kluang, Batu Pahat, Johor.   83000  Johor","","","1.869024","J/PJB WT 028/2022","102.9940505","http://maps.google.com/?q=1.869024 ,102.9940505","PUSAT JAGAAN WARGATUA AMIRITA","","45","016-7771314","2026-05-07T15:26:42.927Z","15.08.2022 - 14.08.2027"
"No. 11, Jalan Tanah Merah, Taman Tanah Merah, 83000 Batu Pahat, Johor   83000  Johor","","","1.8520905","J/PJB WT 047/2022","102.9439909","http://maps.google.com/?q=1.8520905 ,102.9439909","PUSAT JAGAAN WARGATUA MAIMUNAH","","46","019-6550135","2026-05-07T15:26:55.447Z","15.11.2022 - 14.11.2027"
"No. 1, Jalan Kemboja, Off Jalan Tanah Merah, 83000 Batu Pahat, Johor   83000  Johor","","","1.850869","J/PJB WT 048/2022","102.9437907","http://maps.google.com/?q=1.850869 ,102.9437907","PUSAT JAGAAN WARGATUA MAIMUNAH","","46","019-6550135","2026-05-07T15:26:55.447Z","15.11.2022 - 14.11.2027"
"LOT 404, JALAN KENANGAN 12, KAMPUNG KENANGAN 18, OFF JALAN SUNGAI TEKALI, BATU 1 1/2, SUNGAI MAKAU 43100 HULU LANGAT, SELANGOR   43100  Selangor","","","3.1197282","B/PJBWT 013/2022","101.8248673","http://maps.google.com/?q=3.1197282, ,101.8248673","PUSAT JAGAAN WARTA TUA PERSATUAN KEBAJIKAN SAM CHING KONG","","46","03-90211498","2026-05-07T15:26:55.448Z","18.10.2022 - 17.10.2027"
"NO. 738, OFF JALAN RASAH   70300  Seremban Negeri Sembilan","","","02.70086","N/PJBWE019/2025","101.94259","http://maps.google.com/?q=02.70086 ,101.94259","PUSAT JAGAAN WONG & CHONG SDN. BHD.","","46","019-3133881","2026-05-07T15:26:55.448Z","10.04.2025 - 09.04.2030"
"NO. 739 OFF JALAN RASAH   70300 Seremban Negeri Sembilan","pusatjagaan739@gmail.com","","2.70086","N/PJBWE018/2025","101.94259","http://maps.google.com/?q=2.70086 ,101.94259","PUSAT JAGAAN WONG & CHONG SDN. BHD.","","46","019-3133881","2026-05-07T15:26:55.448Z","10.04.2025 - 09.04.2030"
"No. 8, Jalan Foo Choong Nyit,  Ipoh,  30350  Perak","loyusfoundation@yahoo.com.my","05-2530323","4.5951174","A/PJB WT 041/2022","101.0919011","http://maps.google.com/?q=4.5951174 ,101.0919011","Pusat Jagaan Yayasan Teratai","","46","016-5345679, 05-2532844","2026-05-07T15:26:55.448Z","30.09.2022 - 29.09.2027"
"No 2 Tingkat Bawah Lorong Murni 9 Taman Desa Murni, Sungai Dua 13800 Butterworth Pulau Pinang","","","5.444321","P/PJB WT 026/2022","100.43317","http://maps.google.com/?q=5.444321 ,100.43317","Pusat Penjagaan Ceria","","46","0175032399","2026-05-07T15:26:55.449Z","21.07.2022 - 20.07.2027"
"14 & 16, Lengkok Tasek, Taman Canning,  Ipoh,  31400  Perak","","","4.6040845","A/PJB WT 023/2019","101.1161846","http://maps.google.com/?q=4.6040845 ,101.1161846","Qualicare Senior Citizens Home","","46","012-5067998, 05-5481996","2026-05-07T15:26:55.449Z","15.08.2019 - 14.08.2024"
"No. 147 & 149, Jalan Raja Musa Mahadi Kampung Sri Ampang  31350  Perak","","","4.5822491","A/PJB WT 038/2024","101.1250783","http://maps.google.com/?q=4.5822491 ,101.1250783","Qualicare Senior Citizens Home Care Centre","","46","011-54134996","2026-05-07T15:26:55.449Z","16.07.2024 - 15.07.2029"
"14 & 16, Lengkok Tasek,  Taman Canning, 31400 Ipoh  31400  Perak","drscyek@yahoo.com","","4.6040845","A/PJB WT 051/2024","101.1161846","http://maps.google.com/?q=4.6040845 ,101.1161846","Qualicare Senior Citizens Home Care Centre","","46","012-5067998, 05-5481996","2026-05-07T15:26:55.449Z","30.08.2024 - 29.08.2029"
"No.610 & 611, Jalan Lobak 14 Taman Lobak Indah Lunas  09600  Kedah","","","5.423940","K/PJB WT 010/2020","100.553177","http://maps.google.com/?q=5.423940 ,100.553177","RAINBOW SENIOR CARE CENTRE","","47","018-4076008","2026-05-07T15:26:58.209Z","18.11.2020 - 17.11.2025"
"No. 15 & 17, Jalan Keranji, Taman Kebun Teh, 80250 Johor Bahru, Johor   80250  Johor","care@rebinasunrise.com","","1.4900875","J/PJB WT 017/2023","103.7557366","http://maps.google.com/?q=1.4900875 ,103.7557366","REBINA HOUSE CARE CENTRE","","47","012-7089777","2026-05-07T15:26:58.209Z","22.05.2023 - 21.05.2028"
"No. 22A, 26 & 28, Tingkat Bawah,  Jalan TBC 3, Taiping Business Centre,  34000 Taiping 34000  Perak","alhong.sjam@ymail.co","","4.8413961","A/PJB WT 004/2024","100.7470818","http://maps.google.com/?q=4.8413961 ,100.7470818","Recovering Home Care Centre","","47","012-5380719, 011-55256633","2026-05-07T15:26:58.209Z","24.01.2024 - 23.01.2029"
"NO.329, JALAN BUKIT RASAH,    70300 Seremban Negeri Sembilan","","","2.71089","N/PJB WT 16/2023","101.94661","http://maps.google.com/?q=2.71089 ,101.94661","RED SPOT HOME CARE CENTRE","","47","016-3503690","2026-05-07T15:26:58.209Z","25.08.2023 - 24.08.2028"
"Tingkat 1, No.7, Jalan 2A/6, Taman Setapak Indah, 53300  WP Kuala Lumpur","","","3.21022","W/PJB WT 022/2023","101.71810","http://maps.google.com/?q=3.21022 ,101.71810","Rejuvenate Elderly Care Centre","","47","012-2980206","2026-05-07T15:26:58.209Z","01.11.2023 - 31.10.2028"
"Micasa All Suite Hotel (blok B), No.368 B, Jalan Tun Razak, Taman U-Thant, 50400  WP Kuala Lumpur","","","3.15708","W/PJB WT 011/2023","101.72334","http://maps.google.com/?q=3.15708 ,101.72334","ReU Living Care Centre","","47","0103800938","2026-05-07T15:26:58.209Z","18.05.2023 - 17.05.2028"
"No 90A,  Kampung Baru Kerayong   28200  Pahang","","","3.267375746807714","C/PJB WE 002/2023","102.45047158072654","http://maps.google.com/?q=3.267375746807714 ,102.45047158072654","Rumah Jagaan Warga Emas JC","","47","01126708613","2026-05-07T15:26:58.209Z","13.02.2023 - 12.02.2028"
"409, Jalan Masjid Negeri   11600 Georgetown Pulau Pinang","","","5.39035","P/PJB WT 048/2021","100.30378","http://maps.google.com/?q=5.39035 ,100.30378","Rumah Orang Tua Uzur Pulau Pinang","","47","0164100797","2026-05-07T15:26:58.210Z","06.01.2022 - 05.01.2027"
"Lot 21 Oriental Park Phase 5  88300  Sabah","","","5.931600","S/PJBWT/003-2024","116.081750","http://maps.google.com/?q=5.931600 ,116.081750","Safe Homecare Centre","","47","01110211902","2026-05-07T15:26:58.210Z","11.10.2024 - 10.10.2029"
"Lot 13391, 68P-1, Jalan Inderaputra, 80300 Johor Bahru, Johor   80300  Johor","","","1.4649355","J/PJB WT 006/2023","103.7693747","http://maps.google.com/?q=1.4649355 ,103.7693747","SAHABATS CARE CENTRE SDN BHD","","47","012-7373725","2026-05-07T15:26:58.210Z","02.01.2023 - 01.01.2028"
"Lot 136 - 138, Seksyen 60 KTLD, Jalan Sekama   93300  Sarawak","hunnamst@gmail.com","082-332872","1.5478729471479895","Q/PJB WT/003/2020","110.36578436333713","http://maps.google.com/?q=1.5478729471479895 ,110.36578436333713","Sarawak Hun Nam Siang Tng Care Centre","","48","082-332872 / 082-552204 / 082-487755","2026-05-07T15:27:01.220Z","28.02.2020 - 27.02.2025"
"No.303-C, Jalan Pelanduk, Taman Sin Hoe Garden, Bandar Bukit Baru, Melaka   75150   Melaka","info@seniorgarden.com.my","","2.2196671","M/PJB WT 011 / 2023","102.2592895","http://maps.google.com/?q=2.2196671 ,102.2592895","Senior Garden Elderly Care Centre Sdn. Bhd.","","48","06-2899587","2026-05-07T15:27:01.221Z","08.05.2023 - 07.05.2028"
"C5996, Jalan Solok Bukit Baru Dalam, Melaka   75150   Melaka","","","2.2246855","M/PJB WT  006 / 2023","102.2751153","http://maps.google.com/?q=2.2246855 ,102.2751153","Senior Garden Elderly Care Centre Sdn. Bhd.","","48","06-2810139","2026-05-07T15:27:01.221Z","20.03.2023 - 19.03.2028"
"No. 33, 35, Jalan Taiping Utara 8, Taman Taiping Utara,  Kamunting  34600  Perak","","","4.8745041","A/PJB WT 080/2021","100.7248864","http://maps.google.com/?q=4.8745041 ,100.7248864","Serene Care Centre","","48","016-5353246","2026-05-07T15:27:01.221Z","31.12.2021 - 30.12.2026"
"3, Jalan Taiping,  Kuala Kangsar,  33000 Kuala Kangsar Perak","","","4.77221","A/A/PJB WT 062/2024","100.9327925","http://maps.google.com/?q=4.77221 ,100.9327925","Serene Sanctuary Care Centre","","48","016-5651828, 05-7766333","2026-05-07T15:27:01.221Z","27.11.2024 - 26.11.2029"
"No 5190-2, Taman Muhibbah, Klebang Besar, Melaka   75200   Melaka","shalomcarecenter@gmail.com","","2.2233029","M/PJB WT 016 / 2022","102.1898903","http://maps.google.com/?q=2.2233029 ,102.1898903","Shalom Care Centre","","48","06-3151326","2026-05-07T15:27:01.221Z","29.11.2022 - 28.11.2027"
"KT63, JALAN SUNGAI ABONG  KAMPUNG TENGAH  84000 MUAR 84000  Johor","","","","J/PJB WT 042/2024","","http://maps.google.com/?q=2°03'48.4","SINCERE HEART CARE CENTRE","","48","012-6969403","2026-05-07T15:27:01.221Z","08.10.2024 - 07.10.2029"
"128 (Lot 15667), Ladang Sitiawan, Sitiawan,   32000  Perak","","","4.1486349","A/PJB WT 019/2023","100.5773688","http://maps.google.com/?q=4.1486349	 ,100.5773688","Sitiawan Lily Care Centre","","48","016-5048575","2026-05-07T15:27:01.221Z","17.07.2023 - 16.07.2028"
"No 6, Lorong Tanjung Bungah Beverly Hill Bungalow  11200 Georgetown Pulau Pinang","","","5.468496","P/PJB WT 028/2024","100.274085","http://maps.google.com/?q=5.468496 ,100.274085","SMA Home Care Centre Sdn Bhd","","48","0124835739","2026-05-07T15:27:01.221Z","25.11.2024 - 24.11.2024"
"TAMAN PAK TAK, NO.250, LOT. 177,  JALAN AIRPORT  90000  Sabah","","","5.880684","S/PJBWT/002-2021","118.060052","http://maps.google.com/?q=5.880684 ,118.060052","SMART SENIOR CARE CENTRE","","48","01151802454","2026-05-07T15:27:01.221Z","21.12.2021 - 20.12.2026"
"Lot 127, Section 16 KTLD, No. 11,  Lorong Nanas 1  93400  Sarawak","","","1.5478657225385644","Q/PJB WT/06/2017","110.33573826333708","http://maps.google.com/?q=1.5478657225385644 ,110.33573826333708","Splendid Care Centre","","49","013-8018883","2026-05-07T15:27:03.816Z","06.07.2017 - 05.07.2022"
"NO. 88-2 & 88-3, JALAN MERSING,   86000  Johor","","","2.0351011","J/PJB WT 050/2021","103.3281375","http://maps.google.com/?q=2.0351011 ,103.3281375","SPRUCE CARE CENTRE","","49","011-10900703","2026-05-07T15:27:03.816Z","15.11.2021 - 14.11.2026"
"No. 65, Jalan Sin Lok,  Taman Sin Lok, 30010 Ipoh  30010  Perak","","","4.6183211","A/PJB WT 025/2024","101.0777502","http://maps.google.com/?q=4.6183211 ,101.0777502","Starshine Care Centre","","49","016-5600317, 05-5063112","2026-05-07T15:27:03.817Z","01.04.2024 - 31.03.2029"
"No. 1, Persiaran Anderson, 30300 Ipoh   30300  Perak","","","4.6060053","A/PJB WT 057/2024","101.0839819","http://maps.google.com/?q=4.6060053 ,101.0839819","Starshine Care Centre","","49","016-5600317","2026-05-07T15:27:03.817Z","14.10.2024 - 13.10.2029"
"NO. 2, JALAN 6/18, OFF JALAN TEMPLER 46000 PETALING JAYA, SELANGOR    46000  Selangor","","","3.09803","B/PJB WT 002/2024","101.65076","http://maps.google.com/?q=3.09803	 ,101.65076","STELLA MARIS HOME CARE CENTRE","","49","03-79606070","2026-05-07T15:27:03.817Z","05.01.2024 - 04.01.2029"
"46, Jalan Cantik, Taman Canning,  Ipoh,  31400  Perak","marygeorgewong@yahoo.com","","4.6061874","A/PJB WT 036/2022","101.1070131","http://maps.google.com/?q=4.6061874 ,101.1070131","Sunny Residence Home For Senior Citizens Care Centre","","49","016-5368910, 05-5457891","2026-05-07T15:27:03.817Z","20.07.2022 - 19.07.2027"
"No. 4, Lot 39907, Jalan Sepakat Rapat Setia,  Ipoh,  31350  Perak","","","4.5719614","A/PJB WT 045/2023","101.1239132","http://maps.google.com/?q=4.5719614 ,101.1239132","Sunrise Leisure Care Centre","","49","016-3362088","2026-05-07T15:27:03.817Z","15.11.2023 - 14.11.2028"
"19, Jalan PB 1B, Taman Puncak Bertam   75250  Melaka","sunshine_healthcarecebtre@yahoo.com","","2.2522802","M/PJB WT 022 / 2021","102.2197433","http://maps.google.com/?q=2.2522802 ,102.2197433","Sunshine Care Centre","","49","06-2406219/012-6315465","2026-05-07T15:27:03.818Z","08.06.2021 - 07.06.2026"
"63, Jalan Assam Kumbang, 34000 Taiping   34000  Perak","","","4.8615823","A/PJB WT 032/2024","100.7252439","http://maps.google.com/?q=4.8615823 ,100.7252439","Sunshine Old Folks Care Centre","","49","012-5299269","2026-05-07T15:27:03.818Z","13.05.2024 - 12.05.2029"
"704 BSS ¼, BANDAR SEREMBAN SELATAN SUNGAI GADUT  71450 Seremban Negeri Sembilan","","","2.6654183","N/PJB WE 10/2024","101.9775689","http://maps.google.com/?q=2.6654183 ,101.9775689","SUTHA CARE CENTRE","","49","0182794863","2026-05-07T15:27:03.818Z","08.04.2024 - 07.04.2029"
"33, Jalan Saroja 2,  Taman Pusing Baru,  Pusing 31550 Pusing Perak","ssliew@yahoo.com","","4.4867938","A/PJB WE 032/2025","101.0094761","http://maps.google.com/?q=4.4867938 ,101.0094761","Suzanne Home Aged Care Centre","","50","016-5185669","2026-05-07T15:27:06.284Z","19.08.2025 - 18.08.2030"
"NO. 15 JALAN USJ SENGTRAL 3, USJ SENTRAL 47640 SUBANG JAYA, SELANGOR  47650  Selangor","","","3.0572729","B/PJBWT 008/2022","101.5951161","http://maps.google.com/?q=3.0572729 ,101.5951161","SYNERGY CARE CENTRE","","50","03-58871847/012-5038929","2026-05-07T15:27:06.284Z","12.05.2022 - 11.05.2027"
"NO. 78, JALAN SS 2/3, SS2, 47300 PETALING JAYA, SELANGOR   47300  Selangor","","","3.1104504","B/PJB WT 001/2024","101.6123581","http://maps.google.com/?q=3.1104504,	 ,101.6123581","TAKAHASHI LEGEND CARE CENTRE","","50","03-78952742","2026-05-07T15:27:06.284Z","03.01.2024 - 02.01.2029"
